kinase	target
MTOR	OXSR1
MTOR	NES
MTOR	ANKRD17
MTOR	SRRM1
MTOR	FOXK2
MTOR	DEPTOR
MTOR	CUX1
MTOR	FLNA
MTOR	IRS2
MTOR	AKT1S1
MTOR	WNK1
MTOR	EEF2K
MTOR	DPYSL3
MTOR	SRRM2
MTOR	STK4
MTOR	MYCN
MTOR	AKT1
MTOR	MTOR
MTOR	ULK1
MTOR	SQSTM1
CSNK1A1	YWHAZ
CSNK1A1	TP53
CSNK1A1	GJC1
CSNK1A1	AHCYL1
CSNK1A1	EIF6
CSNK1A1	TRPM4
CSNK1A1	CREM
CSNK1A1	LGALS3
CSNK1A1	CARD11
CSNK1A1	CTPS2
CSNK1A1	ECE1
CSNK1A1	RHOB
CSNK1A1	YWHAQ
CSNK1A1	RAPGEF2
CSNK1A1	CDK5
CSNK1A1	TBX21
CSNK1A1	NFAT5
CSNK1A1	PARK2
CSNK1A1	NFATC3
CSNK1A1	SLC4A1
CSNK1A1	BACE1
CSNK1A1	FOXO1
CSNK1A1	FADD
CSNK1A1	SNCA
CSNK1A1	IFNAR1
CSNK1A1	CTNNB1
CSNK1A1	DEPTOR
CSNK1A1	PHLPP1
CSNK1A1	APC
CSNK1A1	CDH1
CSNK1A1	LRP6
CSNK1A1	CDC25A
CSNK1A1	MDM4
CSNK1A1	ATF1
CSNK1A1	BID
CSNK1A1	HNRNPC
CSNK1A1	TARDBP
CSNK1A1	CREB1
CSNK1A1	VHL
CSNK1A1	KCNIP3
CSNK1A1	FOXG1
CSNK1D	MAPT
CSNK1D	TP53
CSNK1D	NCOA3
CSNK1D	PRKD2
CSNK1D	KIR3DL1
CSNK1D	MTSS1
CSNK1D	DVL2
CSNK1D	BACE1
CSNK1D	DNMT1
CSNK1D	UHRF1
CSNK1D	CTNNB1
CSNK1D	APC
CSNK1D	CDH1
CSNK1D	DCK
CSNK1D	VANGL2
CSNK1D	HIF1A
CSNK1D	PER2
CSNK1D	PSEN2
CSNK1D	MDM2
CSNK1D	YAP1
CSNK1E	TP53
CSNK1E	NCOA3
CSNK1E	PRKD2
CSNK1E	DVL2
CSNK1E	DNMT1
CSNK1E	EIF4EBP1
CSNK1E	CTNNB1
CSNK1E	ZBED3
CSNK1E	APC
CSNK1E	CDH1
CSNK1E	LRP6
CSNK1E	SNAI1
CSNK1E	CSNK1E
CSNK1E	DVL1
CSNK1E	PER1
CSNK1E	PPP1R1B
CSNK1E	PER2
CSNK1G1	APC
CSNK1G1	LRP6
CSNK1G1	RELA
GSK3A	PKD2
GSK3A	CTPS1
GSK3A	NDRG1
GSK3A	MAPT
GSK3A	GSK3A
GSK3A	TBX21
GSK3A	BCL2L1
GSK3A	CEBPA
GSK3A	STMN3
GSK3A	MITF
GSK3A	CEBPB
GSK3A	MYC
GSK3A	CTNNB1
GSK3A	PXN
GSK3A	IRS2
GSK3A	ARHGAP31
GSK3A	NEUROG2
GSK3A	CCNE1
GSK3A	NIFK
GSK3A	LRP6
GSK3A	CCND1
GSK3A	DPYSL2
GSK3A	USF1
GSK3A	AKT1
GSK3A	RICTOR
GSK3A	ANKRD28
GSK3A	BCL3
GSK3A	MAP3K11
GSK3B	DSP
GSK3B	SUFU
GSK3B	FRAT1
GSK3B	NACA
GSK3B	STK38
GSK3B	MAPT
GSK3B	TP53
GSK3B	MYBPC3
GSK3B	ADD2
GSK3B	NFE2L2
GSK3B	GSK3B
GSK3B	CTNND1
GSK3B	BCLAF1
GSK3B	MUC1
GSK3B	SFPQ
GSK3B	CDX2
GSK3B	HNRNPD
GSK3B	DNM1L
GSK3B	BORA
GSK3B	HSF1
GSK3B	BCL2L1
GSK3B	TOP2A
GSK3B	CIITA
GSK3B	JUNB
GSK3B	MYOCD
GSK3B	PGR
GSK3B	MAP1B
GSK3B	SNAI2
GSK3B	MCL1
GSK3B	MITF
GSK3B	RCAN1
GSK3B	SREBF1
GSK3B	CEBPB
GSK3B	MYLK
GSK3B	ESR1
GSK3B	NR3C1
GSK3B	EIF4EBP1
GSK3B	JUN
GSK3B	MYC
GSK3B	CTNNB1
GSK3B	NFKB2
GSK3B	ARHGAP31
GSK3B	NEUROG2
GSK3B	CCNE1
GSK3B	BAX
GSK3B	BCL2L12
GSK3B	TNKS
GSK3B	USF2
GSK3B	FOXL2
GSK3B	HIST1H1B
GSK3B	IL1RL1
GSK3B	SPAG5
GSK3B	SNCAIP
GSK3B	RBM38
GSK3B	CABYR
GSK3B	NR1D1
GSK3B	FBXO4
GSK3B	HRAS
GSK3B	NEFH
GSK3B	MYCL
GSK3B	GPHN
GSK3B	HTR1B
GSK3B	MNX1
GSK3B	LPCAT1
GSK3B	KLF5
GSK3B	ZBED3
GSK3B	KLC2
GSK3B	GCM1
GSK3B	PHLPP1
GSK3B	CLASP2
GSK3B	NIFK
GSK3B	CCND2
GSK3B	DROSHA
GSK3B	KAT5
GSK3B	CCND3
GSK3B	GYS1
GSK3B	PRKCE
GSK3B	APC
GSK3B	CDH1
GSK3B	LRP6
GSK3B	SNAI1
GSK3B	CRY2
GSK3B	CCND1
GSK3B	AXIN1
GSK3B	CLOCK
GSK3B	CTNND2
GSK3B	PSEN1
GSK3B	DPYSL3
GSK3B	DCX
GSK3B	DPYSL2
GSK3B	E2F1
GSK3B	SMAD1
GSK3B	OGT
GSK3B	CDC25A
GSK3B	CDKN1A
GSK3B	RASSF1
GSK3B	ARNTL
GSK3B	ATXN3
GSK3B	PAX3
GSK3B	DZIP1
GSK3B	CEBPD
GSK3B	NFE2L1
GSK3B	BCAM
GSK3B	MYB
GSK3B	PPP1R2
GSK3B	CREB1
GSK3B	RELA
GSK3B	PDX1
GSK3B	VHL
GSK3B	RICTOR
GSK3B	MDM2
GSK3B	RELB
GSK3B	NFKB1
GSK3B	MARK2
GSK3B	PRKAA1
GSK3B	PTEN
GSK3B	HDAC4
AKT3	GSK3B
AKT3	AGO2
AKT3	TBX3
AKT3	BRAF
MAP4K5	GSK3B
RPS6KB2	HSPB1
RPS6KB2	GSK3B
RPS6KB2	KRT18
RPS6KB2	EEF2K
RPS6KB2	RPS6
RPS6KB2	RICTOR
RPS6KB1	MAPT
RPS6KB1	GRIA1
RPS6KB1	CREM
RPS6KB1	GSK3B
RPS6KB1	CAD
RPS6KB1	ESR1
RPS6KB1	RPS6KB1
RPS6KB1	IRS1
RPS6KB1	DEPTOR
RPS6KB1	EEF2K
RPS6KB1	FMR1
RPS6KB1	MTOR
RPS6KB1	CCT2
RPS6KB1	EIF4B
RPS6KB1	MXD1
RPS6KB1	PDCD4
RPS6KB1	NDRG2
RPS6KB1	RPS6
RPS6KB1	PPARGC1A
RPS6KB1	BACH2
RPS6KB1	TRIB2
RPS6KB1	URI1
RPS6KB1	NCBP1
RPS6KB1	POLDIP3
RPS6KB1	RICTOR
RPS6KB1	MDM2
RPS6KB1	TP63
RPS6KB1	GLI1
RPS6KB1	STK11
PRKCA	HIST1H3A
PRKCA	GMFB
PRKCA	RRAD
PRKCA	VDR
PRKCA	VTN
PRKCA	CFTR
PRKCA	ABCB1
PRKCA	SNAP25
PRKCA	TRPV5
PRKCA	MYBPC1
PRKCA	KCNJ13
PRKCA	GSTA4
PRKCA	GRK7
PRKCA	FXYD1
PRKCA	DTNB
PRKCA	DLX3
PRKCA	CYP3A4
PRKCA	APPL1
PRKCA	TAGLN2
PRKCA	CTPS1
PRKCA	ERBB2
PRKCA	ARHGDIA
PRKCA	LRP1
PRKCA	KCNJ1
PRKCA	TRPV4
PRKCA	SIK1
PRKCA	FRAT1
PRKCA	PFKFB3
PRKCA	NOS3
PRKCA	CYTH2
PRKCA	KCNH2
PRKCA	PDE3A
PRKCA	NCOR1
PRKCA	RAF1
PRKCA	ANXA1
PRKCA	PLCG1
PRKCA	CACNA1C
PRKCA	TRPV1
PRKCA	RET
PRKCA	PRKG1
PRKCA	TRPC3
PRKCA	TTN
PRKCA	HRH1
PRKCA	TBXA2R
PRKCA	SRF
PRKCA	HSPB1
PRKCA	MAPT
PRKCA	TP53
PRKCA	KCNJ11
PRKCA	CD44
PRKCA	PLCB3
PRKCA	GRIA1
PRKCA	ITGB4
PRKCA	VASP
PRKCA	MYBPC3
PRKCA	PPP1R14A
PRKCA	TNNI3
PRKCA	PRKD1
PRKCA	PRKD2
PRKCA	CFL1
PRKCA	ACO1
PRKCA	ATP5C1
PRKCA	TXN
PRKCA	TUBA1C
PRKCA	TNNT2
PRKCA	CD36
PRKCA	CD3G
PRKCA	TDG
PRKCA	TAGLN
PRKCA	TACSTD2
PRKCA	SLC18A2
PRKCA	RSC1A1
PRKCA	ROBO3
PRKCA	RGS7
PRKCA	RALBP1
PRKCA	RALB
PRKCA	PTGIR
PRKCA	PRKD3
PRKCA	PLEK
PRKCA	PLAU
PRKCA	PITPNB
PRKCA	PDLIM2
PRKCA	AHR
PRKCA	APLP1
PRKCA	NR1I3
PRKCA	NPHS1
PRKCA	NMNAT1
PRKCA	NLGN4X
PRKCA	MYOG
PRKCA	MMP2
PRKCA	MKLN1
PRKCA	MBD4
PRKCA	BNC1
PRKCA	KCNE3
PRKCA	KCNAB2
PRKCA	KCNA5
PRKCA	JPH2
PRKCA	IL2RA
PRKCA	HOXA9
PRKCA	AQP4
PRKCA	HEXIM1
PRKCA	GRM7
PRKCA	GRID2
PRKCA	CASR
PRKCA	GABRB3
PRKCA	FSCN1
PRKCA	EIF2S3
PRKCA	EGLN2
PRKCA	AQP1
PRKCA	CYP1A1
PRKCA	CORO1B
PRKCA	CD226
PRKCA	KCNMA1
PRKCA	CLDN7
PRKCA	EIF6
PRKCA	TRPM4
PRKCA	GNAZ
PRKCA	ILK
PRKCA	GPSM2
PRKCA	THOC5
PRKCA	TGFBR1
PRKCA	OPRD1
PRKCA	CLDN4
PRKCA	PPP2R5A
PRKCA	F11R
PRKCA	TRAF2
PRKCA	NR1H4
PRKCA	HABP4
PRKCA	ANXA2
PRKCA	PPARA
PRKCA	TRPV6
PRKCA	CFLAR
PRKCA	PRKCB
PRKCA	ENAH
PRKCA	TOP1
PRKCA	CDKN2A
PRKCA	CREM
PRKCA	PPP1R1A
PRKCA	SLC9A3R1
PRKCA	TMPO
PRKCA	ADD2
PRKCA	NFE2L2
PRKCA	ELAVL1
PRKCA	PLD2
PRKCA	ADD1
PRKCA	TP73
PRKCA	MARCKS
PRKCA	VIM
PRKCA	RHO
PRKCA	BEST1
PRKCA	CYBA
PRKCA	SLC29A1
PRKCA	PEBP1
PRKCA	NCF4
PRKCA	PA2G4
PRKCA	PTPRA
PRKCA	PPP1R14B
PRKCA	BLVRA
PRKCA	MET
PRKCA	AICDA
PRKCA	CHAT
PRKCA	RPS6KB2
PRKCA	C5AR1
PRKCA	KCNC4
PRKCA	ITGB2
PRKCA	KIR3DL1
PRKCA	OCLN
PRKCA	OPRM1
PRKCA	GSK3A
PRKCA	GSK3B
PRKCA	CD4
PRKCA	SPN
PRKCA	NR2F6
PRKCA	PIP5K1B
PRKCA	ADAP1
PRKCA	IQGAP1
PRKCA	ITGB1
PRKCA	CTNND1
PRKCA	BDKRB2
PRKCA	GLRB
PRKCA	GRIK2
PRKCA	TFRC
PRKCA	KIT
PRKCA	AFAP1
PRKCA	ARHGDIB
PRKCA	ARHGAP35
PRKCA	IKBKB
PRKCA	PTPN6
PRKCA	PTPN11
PRKCA	CD5
PRKCA	GRIA2
PRKCA	EZR
PRKCA	MYL9
PRKCA	GSTP1
PRKCA	KCNJ4
PRKCA	KRT20
PRKCA	ADRBK1
PRKCA	DLG1
PRKCA	PTPN1
PRKCA	NOX5
PRKCA	NR2C1
PRKCA	RORA
PRKCA	PRKCA
PRKCA	LCK
PRKCA	PTPN12
PRKCA	SH2B1
PRKCA	NOXA1
PRKCA	ADAM17
PRKCA	FBXW7
PRKCA	ATF2
PRKCA	SLC6A4
PRKCA	ESR1
PRKCA	AR
PRKCA	BCL2
PRKCA	EWSR1
PRKCA	EGFR
PRKCA	NCF1
PRKCA	CREBBP
PRKCA	EP300
PRKCA	LMNA
PRKCA	IRS1
PRKCA	EIF4G1
PRKCA	F3
PRKCA	APLP2
PRKCA	PRKCE
PRKCA	DNM1
PRKCA	NKX3-1
PRKCA	CDKN1A
PRKCA	RASSF1
PRKCA	DDX58
PRKCA	DMBT1
PRKCA	L1CAM
PRKCA	MYH9
PRKCA	PEA15
PRKCA	AKT1
PRKCA	HIST1H2BB
PRKCA	CD34
PRKCA	INSR
PRKCD	STAT3
PRKCD	HIST1H3A
PRKCD	TRPV4
PRKCD	DAP3
PRKCD	LCP1
PRKCD	TRPC6
PRKCD	HSPB1
PRKCD	YWHAZ
PRKCD	SRC
PRKCD	TP53
PRKCD	IL6ST
PRKCD	HDAC5
PRKCD	MYBPC3
PRKCD	PPP1R14A
PRKCD	TNNI3
PRKCD	PRKD1
PRKCD	NFE2L2
PRKCD	ELAVL1
PRKCD	PLD2
PRKCD	ADD1
PRKCD	TP73
PRKCD	BAG3
PRKCD	ENOX2
PRKCD	TBL1XR1
PRKCD	SMPD1
PRKCD	PTPN22
PRKCD	PLSCR3
PRKCD	FLI1
PRKCD	HVCN1
PRKCD	NLRC4
PRKCD	BEST1
PRKCD	CYBA
PRKCD	SLC29A1
PRKCD	PEBP1
PRKCD	NCF4
PRKCD	PA2G4
PRKCD	PTPRA
PRKCD	PPP1R14B
PRKCD	BLVRA
PRKCD	VRK1
PRKCD	MET
PRKCD	AICDA
PRKCD	CHAT
PRKCD	RPS6KB2
PRKCD	C5AR1
PRKCD	DAB2
PRKCD	ITGB2
PRKCD	GSK3A
PRKCD	GSK3B
PRKCD	RASGRP3
PRKCD	NR2F6
PRKCD	PIP5K1B
PRKCD	G6PD
PRKCD	GAPDH
PRKCD	MUC1
PRKCD	PRKCD
PRKCD	CHN2
PRKCD	CAT
PRKCD	DNM1L
PRKCD	RPS3
PRKCD	HNRNPK
PRKCD	ADAM17
PRKCD	KRT8
PRKCD	RUNX2
PRKCD	SHC1
PRKCD	STAT1
PRKCD	NCF1
PRKCD	EP300
PRKCD	IRS1
PRKCD	YWHAB
PRKCD	CTNNB1
PRKCD	PXN
PRKCD	TRIM28
PRKCD	CARD9
PRKCD	LIMK2
PRKCD	CXCR4
PRKCD	HIST1H2BN
PRKCD	RPS6
PRKCD	MAPK8
PRKCB	HIST1H3A
PRKCB	ANXA1
PRKCB	TRPV1
PRKCB	MAPT
PRKCB	TNNI3
PRKCB	ANXA2
PRKCB	PPARA
PRKCB	TRPV6
PRKCB	CFLAR
PRKCB	PRKCB
PRKCB	TP73
PRKCB	AICDA
PRKCB	CHAT
PRKCB	RPS6KB2
PRKCB	C5AR1
PRKCB	KCNC4
PRKCB	DAB2
PRKCB	ITGB2
PRKCB	KIR3DL1
PRKCB	OCLN
PRKCB	OPRM1
PRKCB	GSK3A
PRKCB	GSK3B
PRKCB	EPB41
PRKCB	LMNB1
PRKCB	GHRL
PRKCB	IBTK
PRKCB	TYR
PRKCB	MSX2
PRKCB	TFEB
PRKCB	SYT6
PRKCB	OSBPL9
PRKCB	ORAI1
PRKCB	PIK3CG
PRKCB	RAB11A
PRKCB	PTPN11
PRKCB	CARD11
PRKCB	ILF3
PRKCB	STMN1
PRKCB	NOX5
PRKCB	PRKCA
PRKCB	ATF2
PRKCB	NCF1
PRKCB	IRS1
PRKCB	IRS2
PRKCB	FUS
PRKCB	AKT1
PRKCB	BTK
PRKCB	MAPK9
PRKCG	MAPT
PRKCG	AICDA
PRKCG	CHAT
PRKCG	RPS6KB2
PRKCG	C5AR1
PRKCG	KCNC4
PRKCG	DAB2
PRKCG	KIR3DL1
PRKCG	OPRM1
PRKCG	GSK3A
PRKCG	GSK3B
PRKCG	ARHGEF7
PRKCG	APTX
PRKCG	MMP14
PRKCG	NGFR
PRKCG	CD5
PRKCG	ADRBK1
PRKCG	HSP90AA1
PRKCH	PRKD1
PRKCH	PRKD2
PRKCH	AICDA
PRKCH	ITGB2
PRKCH	GSK3A
PRKCH	GSK3B
PRKCH	PTPN11
PRKCH	GSTP1
PRKCH	PRKCH
PRKCE	KCNK3
PRKCE	STAT3
PRKCE	BAD
PRKCE	MAPT
PRKCE	MYBPC3
PRKCE	PPP1R14A
PRKCE	TNNI3
PRKCE	PRKD1
PRKCE	PRKD2
PRKCE	MET
PRKCE	AICDA
PRKCE	CHAT
PRKCE	RPS6KB2
PRKCE	KIR3DL1
PRKCE	OCLN
PRKCE	OPRM1
PRKCE	RAB11A
PRKCE	ADAP1
PRKCE	IQGAP1
PRKCE	GNAI2
PRKCE	KEAP1
PRKCE	UGT1A7
PRKCE	TJP1
PRKCE	TICAM2
PRKCE	SLC6A2
PRKCE	NANOG
PRKCE	NREP
PRKCE	ITGB1
PRKCE	NSF
PRKCE	CTNND1
PRKCE	GABRG2
PRKCE	IKBKB
PRKCE	KRT18
PRKCE	NRIP1
PRKCE	RAB5A
PRKCE	ADAM17
PRKCE	FBXW7
PRKCE	ATF2
PRKCE	IRS1
PRKCE	GJA1
PRKCE	FGFR1
PRKCE	PRKCE
PRKCE	CREB1
PRKCZ	MAPT
PRKCZ	NCOA3
PRKCZ	PPP1R14A
PRKCZ	PRKD1
PRKCZ	F11R
PRKCZ	TRAF2
PRKCZ	NR1H4
PRKCZ	HABP4
PRKCZ	ADD2
PRKCZ	ADD1
PRKCZ	AICDA
PRKCZ	CHAT
PRKCZ	RPS6KB2
PRKCZ	OCLN
PRKCZ	NREP
PRKCZ	IKBKB
PRKCZ	PIN1
PRKCZ	NR0B2
PRKCZ	SP1
PRKCZ	CASP9
PRKCZ	NCF1
PRKCZ	CREBBP
PRKCZ	IRS1
PRKCZ	MAPK7
PRKCZ	WWC1
PRKCZ	CTNNB1
PRKCZ	BAX
PRKCZ	CDK5R1
PRKCZ	TBC1D4
PRKCZ	MYH10
PRKCZ	NOTCH1
PRKCZ	RELA
PRKCZ	YAP1
PRKCZ	NUMB
PRKCZ	AQP9
PRKCZ	GEM
PRKCZ	PHGDH
PRKCZ	CABP4
PRKCZ	RND3
PRKCZ	PRKCZ
PRKCZ	SMARCD3
PRKCZ	MARK2
PRKCZ	MARK3
PRKCZ	PTEN
PRKCZ	STK11
EEF2K	EEF2K
TRPM7	ANXA1
TRPM7	EEF2K
TRPM7	TMOD1
TRPM7	TRPM7
TRPM7	MYH9
MAPK11	CDC25B
MAPK11	EWSR1
MAPK11	EGFR
MAPK11	NR3C1
MAPK11	RPTOR
MAPK11	STAT1
MAPK11	HNF4A
MAPK11	MAPKAPK5
MAPK11	EEF2K
MAPK11	ATF7
MAPK11	CCND3
MAPK11	GYS1
MAPK11	PRKCE
MAPK11	E2F1
MAPK11	SMARCD3
PRKAA1	CFTR
PRKAA1	LIPE
PRKAA1	ATP6V1A
PRKAA1	PFKFB2
PRKAA1	PFKFB3
PRKAA1	NOS3
PRKAA1	RAF1
PRKAA1	MAPT
PRKAA1	RB1
PRKAA1	TP53
PRKAA1	GFPT1
PRKAA1	HDAC5
PRKAA1	VASP
PRKAA1	TNNI3
PRKAA1	KCNMA1
PRKAA1	TP73
PRKAA1	SLC12A1
PRKAA1	SYK
PRKAA1	MED1
PRKAA1	CDKN1B
PRKAA1	RRN3
PRKAA1	SIRT2
PRKAA1	KLC1
PRKAA1	SREBF1
PRKAA1	RPTOR
PRKAA1	FOXO3
PRKAA1	EP300
PRKAA1	HNF4A
PRKAA1	EEF2K
PRKAA1	KLC2
PRKAA1	CSNK1E
PRKAA1	PPP2R5C
PRKAA1	ACACA
PRKAA1	ACACB
PRKAA1	ZNF692
PRKAA1	CGN
PRKAA1	PRKAB1
PRKAA1	PPP1R3C
PRKAA1	CRY1
PRKAA1	PNPLA2
PRKAA1	PDLIM5
PRKAA1	NR2C2
PRKAA1	MFF
PRKAA1	GBF1
PRKAA1	EPM2A
PRKAA1	HIST1H2BN
PRKAA1	KPNA2
PRKAA1	MAP4
PRKAA1	MTOR
PRKAA1	ULK1
PRKAA1	PIKFYVE
PRKAA1	TBC1D1
PRKAA1	HIST1H2BB
PRKAA1	ATG9A
PRKAA1	YAP1
PRKAA1	PRKAA1
PRKAA1	CTBP1
PRKAA2	TP53
PRKAA2	HDAC5
PRKAA2	TFAP2A
PRKAA2	VASP
PRKAA2	IKBKB
PRKAA2	HAS2
PRKAA2	PPP1R12C
PRKAA2	PARP1
PRKAA2	FOXO3
PRKAA2	EEF2K
PRKAA2	TBC1D4
PRKAA2	CDC27
PRKAA2	PLD1
PRKAA2	ACACA
PRKAA2	PPARGC1A
PRKAA2	PAK2
PRKAA2	BAIAP2
CAMK4	CAMK2A
CAMK4	IL6ST
CAMK4	HNRNPL
CAMK4	PHB2
CAMK4	HDAC5
CAMK4	STMN1
CAMK4	CREBBP
CAMK4	CREB1
CAMK4	RELA
DYRK3	AKT1S1
DYRK3	DYRK3
DYRK3	SIRT1
DYRK3	H3F3A
DYRK3	CREB1
RPS6KA2	CREB1
RPS6KA2	RPS6KA2
TSSK4	CREB1
TSSK4	TSSK4
RPS6KA4	RPS6KA4
RPS6KA4	CREB1
RPS6KA4	RELA
MAP3K14	IKBKB
MAP3K14	NFKBIA
MAP3K14	ACTR2
MAP3K14	NFKB2
MAP3K14	CREB1
MAP3K14	CHUK
SGK1	KCNJ1
SGK1	TRPV4
SGK1	NDRG1
SGK1	NEDD4L
SGK1	MAPT
SGK1	IKBKB
SGK1	NFKBIA
SGK1	MAP3K3
SGK1	NCSTN
SGK1	SLC2A4
SGK1	NOS2
SGK1	WNK4
SGK1	MAPK1
SGK1	CDKN1B
SGK1	CARHSP1
SGK1	FBXW7
SGK1	FOXO3
SGK1	WNK1
SGK1	CREB1
SGK1	PIKFYVE
SGK1	HTT
SGK1	NDRG2
SGK1	MAP2K4
SGK1	RICTOR
RPS6KA1	BAD
RPS6KA1	GMFB
RPS6KA1	SRF
RPS6KA1	ITGB4
RPS6KA1	VASP
RPS6KA1	TNNI3
RPS6KA1	GSK3B
RPS6KA1	NFKBIA
RPS6KA1	CIC
RPS6KA1	CARHSP1
RPS6KA1	CDC25B
RPS6KA1	CDC25C
RPS6KA1	GAB2
RPS6KA1	TSC2
RPS6KA1	MITF
RPS6KA1	CEBPB
RPS6KA1	ESR1
RPS6KA1	H3F3B
RPS6KA1	RPTOR
RPS6KA1	APAF1
RPS6KA1	OSTF1
RPS6KA1	KRT17
RPS6KA1	SOS1
RPS6KA1	DAPK1
RPS6KA1	FOS
RPS6KA1	HMGN1
RPS6KA1	NR4A1
RPS6KA1	MAPK7
RPS6KA1	WWC1
RPS6KA1	SLC9A1
RPS6KA1	DEPTOR
RPS6KA1	FLNA
RPS6KA1	EEF2K
RPS6KA1	SENP2
RPS6KA1	CDC25A
RPS6KA1	CREB1
RPS6KA1	CCT2
RPS6KA1	EIF4B
RPS6KA1	MXD1
RPS6KA1	NDRG2
RPS6KA1	METTL1
RPS6KA1	RPS6
RPS6KA1	RANBP3
RPS6KA1	YBX1
RPS6KA1	STK11
RPS6KA3	SLC9A3
RPS6KA3	TINF2
RPS6KA3	PPP1R3A
RPS6KA3	ATF4
RPS6KA3	KCNK3
RPS6KA3	STAT3
RPS6KA3	BAD
RPS6KA3	HIST1H3A
RPS6KA3	GSK3A
RPS6KA3	GSK3B
RPS6KA3	NFKBIA
RPS6KA3	RPS6KA3
RPS6KA3	CIC
RPS6KA3	CDKN1B
RPS6KA3	RRN3
RPS6KA3	TH
RPS6KA3	ESR1
RPS6KA3	H3F3B
RPS6KA3	NFATC4
RPS6KA3	DAPK1
RPS6KA3	FOS
RPS6KA3	HMGN1
RPS6KA3	NR4A1
RPS6KA3	WWC1
RPS6KA3	CASP8
RPS6KA3	FGFR1
RPS6KA3	EIF2AK2
RPS6KA3	EIF2S1
RPS6KA3	CREB1
RPS6KA3	HIST1H2BB
RPS6KA3	RPS6
RPS6KA3	RANBP3
RPS6KA3	YBX1
RPS6KA3	MAP3K5
RPS6KA5	STAT3
RPS6KA5	BAD
RPS6KA5	HIST1H3A
RPS6KA5	ATXN1
RPS6KA5	RARA
RPS6KA5	SRF
RPS6KA5	ELK1
RPS6KA5	RPS6KA5
RPS6KA5	PLA2G4A
RPS6KA5	TH
RPS6KA5	H3F3B
RPS6KA5	EIF4EBP1
RPS6KA5	HMGN1
RPS6KA5	NR4A1
RPS6KA5	HIST1H2AB
RPS6KA5	WNK1
RPS6KA5	TRIM28
RPS6KA5	ATF1
RPS6KA5	CREB1
RPS6KA5	RELA
RPS6KA5	STK11
RPS6KA5	HIST1H2AI
CHUK	NCOR1
CHUK	NCOA3
CHUK	PIK3R1
CHUK	ELAVL1
CHUK	NFKBIA
CHUK	PIAS1
CHUK	CDKN1B
CHUK	ESR1
CHUK	H3F3B
CHUK	FOXO3
CHUK	CREBBP
CHUK	IRS1
CHUK	CTNNB1
CHUK	NFKB2
CHUK	CCND1
CHUK	NCOR2
CHUK	RELA
CHUK	BBC3
CHUK	REL
CHUK	RELB
CHUK	NFKB1
CHUK	FOXA2
CHUK	TAX1BP1
CHUK	TRAF4
IKBKB	CDKN2A
IKBKB	IKBKB
IKBKB	NFKBIA
IKBKB	DOK1
IKBKB	RAPGEF2
IKBKB	RPS3
IKBKB	TNFRSF1A
IKBKB	FOXO3
IKBKB	IRS1
IKBKB	FOS
IKBKB	IKBKG
IKBKB	RELA
IKBKB	BCL10
IKBKB	MAP3K8
IKBKB	TP63
IKBKB	BBC3
IKBKB	REL
IKBKB	RELB
IKBKB	NFKB1
IKBKB	IRF5
IKBKB	OPTN
IKBKB	SNAP23
IKBKB	ZC3H12A
IKBKB	TSC1
IKBKB	CYLD
IKBKB	IRF3
IKBKE	GSK3A
IKBKE	NFKBIA
IKBKE	DDX3X
IKBKE	ESR1
IKBKE	FOXO3
IKBKE	STAT1
IKBKE	RELA
IKBKE	AKT1
IKBKE	XIAP
IKBKE	CDK2AP1
IKBKE	IKBKE
IKBKE	IRF1
IKBKE	CYLD
IKBKE	IRF3
IKBKE	IRF7
IKBKE	TRAF3IP2
IKBKE	PELI1
TBK1	ESR1
TBK1	STAT6
TBK1	RELA
TBK1	AKT1
TBK1	SQSTM1
TBK1	TMEM173
TBK1	IRF5
TBK1	OPTN
TBK1	IRF3
TBK1	IRF7
TBK1	TRAF3IP2
TBK1	SIKE1
TBK1	TBK1
TBK1	PELI1
BLVRA	PRKCB
BLVRA	BLVRA
INSR	PIK3R1
INSR	BLVRA
INSR	ARHGAP5
INSR	STAT5B
INSR	GAB1
INSR	NFKBIA
INSR	PPP2CA
INSR	PTPN6
INSR	CAV1
INSR	DOK1
INSR	SOCS3
INSR	IRS1
INSR	IRS2
INSR	FABP4
INSR	PIK3R3
INSR	SH2B2
INSR	STXBP3
INSR	PHB
INSR	INSR
INSR	PTEN
CSNK2A1	ABCA1
CSNK2A1	SERPINF1
CSNK2A1	SPTBN1
CSNK2A1	GMFB
CSNK2A1	RRAD
CSNK2A1	VDR
CSNK2A1	VTN
CSNK2A1	CFTR
CSNK2A1	PKD2
CSNK2A1	NCOR1
CSNK2A1	SSB
CSNK2A1	SRF
CSNK2A1	TP53
CSNK2A1	TFAP2A
CSNK2A1	PIK3R1
CSNK2A1	MYBPC3
CSNK2A1	TOP1
CSNK2A1	CREM
CSNK2A1	KIR3DL1
CSNK2A1	OCLN
CSNK2A1	NFKBIA
CSNK2A1	HNRNPA1
CSNK2A1	WAS
CSNK2A1	CD5
CSNK2A1	ITCH
CSNK2A1	HCLS1
CSNK2A1	MAPK1
CSNK2A1	MYL12B
CSNK2A1	PIAS1
CSNK2A1	LIG1
CSNK2A1	RANGAP1
CSNK2A1	MYBL2
CSNK2A1	NCAPH
CSNK2A1	PRPF3
CSNK2A1	RAD9A
CSNK2A1	PML
CSNK2A1	CDKN1B
CSNK2A1	RRN3
CSNK2A1	EEF1D
