kinase	target
TGFBR2	TGFBR1
TGFBR2	TGFBR2
TGFBR2	ENG
TGFBR1	EEF1A1
TGFBR1	SMAD2
TGFBR1	ENG
TGFBR1	OTUB1
TGFBR1	TGFBR3
TGFBR1	TP63
HIPK2	TP53
HIPK2	PML
HIPK2	RUNX1
HIPK2	CDKN1B
HIPK2	HMGA1
HIPK2	CEBPB
HIPK2	CREB1
HIPK2	PDX1
HIPK2	TP63
HIPK2	CBX4
HIPK2	MECP2
HIPK2	ZBTB4
HIPK2	PPM1D
HIPK2	KLF3
HIPK2	PAX6
HIPK2	CTBP2
HIPK2	HIPK2
HIPK2	SIAH2
HIPK2	CTBP1
PASK	EEF1A1
PASK	PASK
PASK	PDX1
BLK	FCGR2A
BLK	FCGR2C
BLK	FCGR2B
BLK	DBNL
LYN	TRPV4
LYN	CSF2RB
LYN	RAF1
LYN	AKAP8
LYN	PAG1
LYN	RGS16
LYN	CDK4
LYN	PRKCD
LYN	DAPP1
LYN	CBL
LYN	PTPN6
LYN	ABL1
LYN	BCR
LYN	WAS
LYN	CD19
LYN	CD79A
LYN	NMT1
LYN	PTGS2
LYN	SLAMF1
LYN	FCGR2A
LYN	FCGR2C
LYN	FCGR2B
LYN	DOK2
LYN	FCER1G
LYN	LPXN
LYN	LY96
LYN	PPP1R8
LYN	PEAK1
LYN	GRIA2
LYN	DBNL
LYN	GCSAM
LYN	LAT2
LYN	SLC4A1
LYN	HCLS1
LYN	SYK
LYN	EPOR
LYN	LYN
LYN	CDKN1B
LYN	MCM7
LYN	CTTN
LYN	STAT5A
LYN	CASP8
LYN	TRIM28
LYN	BTK
LYN	PTEN
SYK	CFTR
SYK	PLCG1
SYK	MAPT
SYK	PRKCB
SYK	PIP5K1B
SYK	PRKACA
SYK	ARHGDIB
SYK	RHBG
SYK	CBL
SYK	PLCG2
SYK	LCP2
SYK	BLNK
SYK	MAP4K1
SYK	DUSP3
SYK	PYCARD
SYK	SH3BP2
SYK	SWAP70
SYK	CD79A
SYK	FCGR2A
SYK	FCGR2C
SYK	DBNL
SYK	GCSAM
SYK	LAT2
SYK	SLC4A1
SYK	HCLS1
SYK	SYK
SYK	SNCA
SYK	PRKCA
SYK	NRIP1
SYK	STAT5A
SYK	SHC1
SYK	BTK
SYK	IKZF1
FYN	FYN
FYN	MAPT
FYN	CD226
FYN	ADD2
FYN	NFE2L2
FYN	PECAM1
FYN	AATK
FYN	DAB1
FYN	CTNND1
FYN	GABRG2
FYN	DLG4
FYN	FLOT1
FYN	GRIN2A
FYN	PTPRJ
FYN	PROM1
FYN	JUP
FYN	GRIN2B
FYN	PRKCD
FYN	CHN2
FYN	CBL
FYN	PLCG2
FYN	ABL1
FYN	BCR
FYN	WAS
FYN	CAV1
FYN	PTPN11
FYN	CDK5
FYN	ARHGAP33
FYN	CD300LB
FYN	STAM2
FYN	TOM1L1
FYN	CD300LF
FYN	CYTH1
FYN	KIRREL
FYN	CD3E
FYN	CLIC5
FYN	FYB
FYN	SKAP2
FYN	SKAP1
FYN	PTPRT
FYN	IFITM3
FYN	NYAP2
FYN	FLOT2
FYN	MAP2
FYN	SCN5A
FYN	DLG2
FYN	TGFB1I1
FYN	CD5
FYN	GRB10
FYN	RPS6KA3
FYN	ITCH
FYN	SIGLEC10
FYN	CD79A
FYN	NMT1
FYN	PTGS2
FYN	SLAMF1
FYN	FCGR2A
FYN	FCGR2C
FYN	FCGR2B
FYN	CTLA4
FYN	RTN4
FYN	SNCA
FYN	ITPR1
FYN	APP
FYN	CTNNB1
FYN	PXN
FYN	CRMP1
FYN	H3F3A
FYN	AGAP2
FYN	STK11
FYN	MAPK14
SRC	STAT3
SRC	ARHGDIA
SRC	LRP1
SRC	KCNJ1
SRC	TRPV4
SRC	CSF2RB
SRC	HCN4
SRC	HLA-A
SRC	KCNJ3
SRC	EMD
SRC	PKD1
SRC	RAF1
SRC	ANXA1
SRC	PLCG1
SRC	CACNA1C
SRC	TRPV1
SRC	RET
SRC	YWHAZ
SRC	SRC
SRC	MAPT
SRC	PRKD1
SRC	CFL1
SRC	PLD2
SRC	PTPRA
SRC	RPS6KB2
SRC	OCLN
SRC	OPRM1
SRC	AATK
SRC	DAB1
SRC	SH3GLB1
SRC	CTNND1
SRC	GABRG2
SRC	DLG4
SRC	FLOT1
SRC	GRIN2A
SRC	PTPRJ
SRC	PROM1
SRC	JUP
SRC	GRIN2B
SRC	ADAM12
SRC	ARAF
SRC	ARAP3
SRC	ZC3H4
SRC	WASF1
SRC	CD46
SRC	VIL1
SRC	VAV3
SRC	VAMP7
SRC	UNC5C
SRC	UGT2B7
SRC	TRIP6
SRC	CYP19A1
SRC	TRIP10
SRC	TNS3
SRC	TFG
SRC	CLTC
SRC	SYNJ2
SRC	SRRT
SRC	CNN2
SRC	DAG1
SRC	SH3PXD2B
SRC	SH3PXD2A
SRC	SF3B2
SRC	SDHA
SRC	SDC4
SRC	SDC2
SRC	CORO7
SRC	ROCK2
SRC	RMDN3
SRC	RHOU
SRC	RBM10
SRC	PVRL2
SRC	PTTG1IP
SRC	CDC42
SRC	AGTR1
SRC	CHKA
SRC	CHRNA7
SRC	CBLC
SRC	NELFCD
SRC	NDUFV2
SRC	NDFIP2
SRC	DDR2
SRC	NCKIPSD
SRC	MPZL1
SRC	MEGF10
SRC	CDH2
SRC	KRT19
SRC	KHDRBS3
SRC	CDH5
SRC	HLA-B
SRC	HCRTR1
SRC	GUCY1B3
SRC	GSN
SRC	ARHGEF4
SRC	FUBP1
SRC	FIP1L1
SRC	FHIT
SRC	FCRL3
SRC	AP2B1
SRC	EFNB1
SRC	BCLAF1
SRC	WWOX
SRC	TGFBR2
SRC	FER
SRC	ASAP1
SRC	PTK2B
SRC	SDCBP
SRC	AKAP8
SRC	PAG1
SRC	MTSS1
SRC	FLT4
SRC	KDR
SRC	PFN1
SRC	BDKRB2
SRC	GLRB
SRC	GRIK2
SRC	TFRC
SRC	KIT
SRC	AFAP1
SRC	ATXN2L
SRC	ARHGDIB
SRC	RHBG
SRC	ARHGAP35
SRC	KCND3
SRC	TLR3
SRC	RGS16
SRC	KCNA3
SRC	SHC3
SRC	DVL2
SRC	FBXO5
SRC	G6PD
SRC	GAPDH
SRC	MUC1
SRC	CDK4
SRC	WBP2
SRC	PRKCD
SRC	ARHGAP5
SRC	STAT5B
SRC	STAP2
SRC	GAB1
SRC	PTK2
SRC	NGEF
SRC	RRAS
SRC	GRIN1
SRC	BCAR1
SRC	CDCP1
SRC	ITGB7
SRC	SH3GL1
SRC	RAC1
SRC	GIT1
SRC	IKBKB
SRC	NFKBIA
SRC	NOS2
SRC	WNK4
SRC	MMP14
SRC	CHN2
SRC	DAPP1
SRC	DGKA
SRC	G3BP1
SRC	SLC25A4
SRC	PPP2CA
SRC	PRDX1
SRC	CBL
SRC	PLCG2
SRC	PTPN6
SRC	SPRY2
SRC	SFPQ
SRC	HCN2
SRC	ABL1
SRC	GNB2L1
SRC	PLEKHG2
SRC	PLSCR1
SRC	SORBS1
SRC	VAV1
SRC	RAPGEF1
SRC	GRB2
SRC	CAV1
SRC	DOK1
SRC	GRB10
SRC	RPS6KA3
SRC	CNN3
SRC	FHOD1
SRC	EZR
SRC	PELP1
SRC	ADRBK1
SRC	THRAP3
SRC	CDKN1B
SRC	HNRNPK
SRC	SNCA
SRC	NOXA1
SRC	MYLK
SRC	ESR1
SRC	CTTN
SRC	GTF2I
SRC	STAT5A
SRC	AR
SRC	EWSR1
SRC	EGFR
SRC	SHC1
SRC	STAT1
SRC	HNF4A
SRC	KCNB1
SRC	GJA1
SRC	CASP8
SRC	APP
SRC	CTNNB1
SRC	PXN
SRC	PIP5K1C
SRC	CTNND2
SRC	IKBKG
SRC	CDK1
SRC	CAV2
SRC	SPTAN1
SRC	NPHP1
SRC	L1CAM
SRC	MYH9
SRC	HSP90AB1
SRC	AKT1
SRC	BMX
SRC	IGF1R
SRC	CCDC88A
SRC	TERT
SRC	TIAM1
SRC	ITGB3
SRC	KHSRP
SRC	MDM2
SRC	PTEN
SRC	HIPK2
SRC	PDPK1
LCK	INPP5D
LCK	ITGB2
LCK	PRKCQ
LCK	PECAM1
LCK	NFKBIA
LCK	ACP1
LCK	STAT2
LCK	CD247
LCK	CD33
LCK	SH2D2A
LCK	MED28
LCK	LIME1
LCK	IL2RB
LCK	CCDC50
LCK	CHN2
LCK	DAPP1
LCK	DGKA
LCK	G3BP1
LCK	SLC25A4
LCK	PPP2CA
LCK	PRDX1
LCK	CBL
LCK	PLCG2
LCK	PTPN6
LCK	LCP2
LCK	SH2B3
LCK	THEMIS
LCK	ZAP70
LCK	WAS
LCK	ADAM15
LCK	VAV1
LCK	CD5
LCK	SIGLEC10
LCK	SLAMF1
LCK	SYK
LCK	CTLA4
LCK	SOCS3
LCK	MAPK1
LCK	MAPK3
LCK	EZR
LCK	FOXP3
LCK	SSBP3
LCK	LCK
LCK	KSR1
LCK	ESR1
LCK	STAT5A
LCK	SHC1
LCK	ITK
LCK	PTEN
LCK	STK11
LCK	MAPK14
ZAP70	LCP2
ZAP70	MAPK11
ZAP70	SH2B3
ZAP70	THEMIS
ZAP70	ZAP70
ZAP70	DUSP3
ZAP70	DBNL
ZAP70	GAB2
ZAP70	SHC1
ZAP70	LAT
ZAP70	MAPK14
MAP4K1	LCP2
MAP4K1	CARD11
MAP4K1	BLNK
MAP4K1	MAP4K1
MAP4K1	MAP3K11
BTK	PLCG2
BTK	GTF2I
BTK	STAT5A
BTK	BMX
BTK	TEC
BTK	ITK
BTK	BTK
BTK	DDX41
BTK	TIRAP
BTK	IKZF1
TEC	BMX
TEC	TEC
TEC	ITK
TEC	FGF2
TEC	PTPN18
TEC	BTK
ITK	PLCG1
ITK	LCP2
ITK	TBX21
ITK	SIGLEC10
ITK	BMX
ITK	TEC
ITK	ITK
ITK	BTK
ITK	DEF6
ITK	HAVCR2
PIK3CD	BTK
PIK3CD	PIK3CD
KIT	KIT
KIT	LAT2
BMX	MET
BMX	PTK2
BMX	BCAR1
BMX	FGFR1
BMX	BAK1
BMX	PIM1
BMX	RUFY1
BMX	TNK2
MET	MET
MET	GAB1
MET	PTK2
MET	SHC1
MET	MST1R
MST1R	MET
MST1R	MST1R
FGR	PTK2
YES1	CDK4
YES1	WBP2
YES1	PRKCD
YES1	PTK2
YES1	CDKN1B
YES1	DPYSL2
YES1	CDC37
PTK2	RET
PTK2	NANOG
PTK2	PTK2
PTK2	ACTN1
PTK2	TRIO
PTK2	GRB7
PTK2	ATP2B4
PTK2	WASL
PTK2	ARHGEF7
PTK2	BCAR1
PTK2	CDCP1
PTK2	ITGB7
PTK2	SH3GL1
PTK2	RAC1
PTK2	GIT1
PTK2	CTTN
PTK2	SHC1
EGFR	ANXA1
EGFR	PLCG1
EGFR	PLD2
EGFR	EPB41
EGFR	ARHGAP35
EGFR	KCND3
EGFR	TLR3
EGFR	RGS16
EGFR	SHC3
EGFR	GAB1
EGFR	PTK2
EGFR	CCDC50
EGFR	PPP2CA
EGFR	CBL
EGFR	EZR
EGFR	AGO2
EGFR	ASAP3
EGFR	PCNA
EGFR	VAV2
EGFR	LRRK1
EGFR	KCNN1
EGFR	GPRC5A
EGFR	PDP1
EGFR	GSTP1
EGFR	KCNJ4
EGFR	LYN
EGFR	BECN1
EGFR	PTPN1
EGFR	HDAC6
EGFR	EGFR
EGFR	SHC1
EGFR	EPS15
EGFR	CTNNB1
EGFR	PIP5K1C
EGFR	ATM
NTRK1	SHC3
NTRK1	SHC1
NTRK1	APP
NTRK1	CTNNB1
NTRK1	NTRK1
NTRK2	KCNA3
NTRK2	SHC3
NTRK2	NTRK2
NTRK2	TIAM1
PTK2B	NOS3
PTK2B	ASAP1
PTK2B	PTK2B
PTK2B	PTK2
PTK2B	TGFB1I1
PTK2B	SNCA
PTK2B	PXN
PTK2B	NPHP1
SLK	PXN
PTK6	ARHGAP5
PTK6	STAT5B
PTK6	STAP2
PTK6	BCAR1
PTK6	ARAP1
PTK6	KHDRBS1
PTK6	PTK6
PTK6	CTNNB1
PTK6	PXN
PTK6	AKT1
SRMS	PTK6
CAMK2D	RYR2
CAMK2D	TTN
CAMK2D	KCNJ11
CAMK2D	SCN5A
CAMK2D	ANKRD28
CAMK2D	CACNB2
CAMK2D	TPD52
CAMK2D	CEACAM1
CAMK2D	HDAC4
PIK3CA	PIK3R1
PIK3CA	TPM1
PIK3CA	RPS6KB1
PIK3CA	CEACAM1
CSK	FYN
CSK	SRC
CSK	PECAM1
CSK	LYN
CSK	LCK
CSK	PTPRC
CSK	YES1
PDGFRA	SRC
PDGFRA	PDGFRA
PDGFRB	FYN
PDGFRB	SRC
PDGFRB	PDGFRA
PDGFRB	PIK3R1
PDGFRB	THOC5
PDGFRB	MUC1
PDGFRB	PRKCD
PDGFRB	PTK2
PDGFRB	ABL2
PDGFRB	PDGFRB
PDGFRB	PTPN11
IGF1R	CRK
IGF1R	IRS1
IGF1R	IGF1R
IGF1R	PDPK1
IGF1R	SIRPA
MATK	LYN
MATK	SIRPA
ALK	STAT3
ALK	VASP
ALK	SFPQ
ALK	GRB2
ALK	ALK
ALK	ATIC
ALK	SRCIN1
ALK	PTPN11
EPHB1	STAT3
PKM	STAT3
PKM	BUB3
MAP3K1	STAT3
MAP3K1	FADD
MAP3K1	MAFA
MAP3K1	MAP2K1
MAP3K1	MAP2K7
MAP3K1	MAP3K1
NEK6	STAT3
NEK6	SGK1
NEK6	DDR1
NEK6	GRIN1
NEK6	CDK7
NEK6	NUP98
NEK6	RBL2
NEK6	RPS6KB1
NLK	STAT3
NLK	FOXO1
NLK	SMAD4
NLK	LEF1
NLK	TCF7L2
TNIK	TCF7L2
IRAK1	STAT3
IRAK1	IRAK1
IRAK1	IRAK1BP1
IRAK1	PELI2
IRAK1	PELI1
IRAK4	NCF1
IRAK4	IRAK1
IRAK4	IRAK4
IRAK4	PELI1
BUB1	BUB3
BUB1	CDC20
BUB1	HIST1H2AI
MKNK1	EIF4E
MKNK1	SPRY2
MKNK1	SFPQ
MKNK1	HNRNPA1
MKNK1	PNPLA8
MKNK1	PLA2G4A
MKNK2	PLEC
MKNK2	EIF4E
MKNK2	SPRY2
MKNK2	SFPQ
BRSK1	TUBG1
BRSK1	WEE1
BRSK1	CDC25B
BRSK1	CDC25C
BRSK1	BRSK1
BRSK1	PRKAA1
CAMKK1	BRSK1
CAMKK1	CAMK1
CAMKK1	CAMK1D
CAMKK1	CAMK4
CAMKK1	PRKAA1
BRSK2	CDK16
BRSK2	PRKAA1
CAMKK2	PRKAA1
CAMK2B	DLGAP1
CAMK2B	STMN1
CAMK2B	PRKAA1
MAP3K11	PIN1
MAP3K11	MAP2K4
MAP3K11	MAP3K11
MAP3K11	PRKAA1
MAP3K11	MAP2K3
STK11	BRSK2
STK11	SIK1
STK11	TP53
STK11	SMAD4
STK11	SIK2
STK11	MARK2
STK11	MARK3
STK11	BRSK1
STK11	PRKAA1
STK11	MARK1
STK11	SIK3
STK11	SNRK
STK11	STRADA
STK11	MARK4
STK11	NUAK2
STK11	MELK
STK11	NUAK1
STK11	PAK1
STK11	PTEN
STK11	STK11
HIPK1	DAXX
HIPK1	PAGE4
RIPK3	DAXX
RIPK3	MLKL
MAP2K3	MAP3K3
MAP2K3	MAPK14
MAP2K3	MAP2K3
MAP3K5	DAXX
MAP3K5	CDKN1A
MAP3K5	MAP2K4
MAP3K5	MAP3K5
MAP3K5	PDPK1
MAP3K5	MAPK8
MAP3K5	MAPK14
MAP3K5	MAP2K3
MAP3K5	MAP2K6
MAP3K5	STRAP
MAP3K5	ZNF622
MAP3K6	MAP3K5
MAP3K6	MAPK8
MAP3K6	MAPK14
MAP3K6	MAP3K6
MAP2K6	PAK6
MAP2K6	MAPK14
MAP2K6	MAP2K6
MAP2K6	HSF4
MAP2K6	MAPK12
MAP2K4	RXRA
MAP2K4	MAP2K4
MAP2K4	MAPK10
MAP2K4	MAPK9
MAP2K4	MAPK8
MAP2K4	MAPK14
MAP2K7	FADD
MAP2K7	MAPK10
MAP2K7	MAPK9
MAP2K7	MAPK8
RET	ATF4
RET	STAT3
RET	PLCG1
RET	RET
RET	PIK3R1
RET	PTK2
RET	DOK1
RET	MAPK1
RET	MAPK3
RET	AKT1
RET	AFAP1L2
RET	PDPK1
RET	MAPK9
RET	MAPK8
RET	MAPK14
MAP3K2	MAP3K2
MAP3K2	RIPK4
MAP3K3	RCAN1
MAP3K3	MAP2K3
MAP3K3	RIPK4
CDK3	RB1
CDK3	CABLES1
CDK3	LIN9
CDK3	TFCP2
CDK3	JUN
CDK3	ATF1
MAPK15	JUN
MAPK15	MAPK15
MAPK6	NCOA3
MAPK6	MAPK6
PAK2	NF2
PAK2	ABL1
PAK2	CALD1
PAK2	MKNK1
PAK2	EIF4G1
PAK2	JUN
PAK2	MYC
PAK2	SMAD2
PAK2	PXN
PAK2	CASP7
PAK2	HIST1H4A
PAK2	PAK2
PAK2	MAPK6
CLK1	ABL1
CLK1	PTPN1
CLK1	RBM17
CLK4	ABL1
CLK2	PTPN1
HCK	STAT5B
HCK	ABL1
HCK	BCR
HCK	WAS
HCK	ADAM15
HCK	ELMO1
HCK	HCK
HCK	ABL2
HCK	RAPGEF1
NEK11	BLM
NEK11	CDC25A
TTK	ABL1
TTK	BUB1B
TTK	TTK
TTK	BLM
TTK	CHEK2
TTK	CDCA8
TTK	HSPA9
TTK	RMI2
CSNK2B	SNAI1
CSNK2B	SORT1
LATS2	ABL1
LATS2	AMOT
LATS2	YWHAG
LATS2	AMOTL2
LATS2	SNAI1
LATS2	CDKN1A
LATS2	KIF23
LATS2	YAP1
LATS1	KIF23
LATS1	LATS1
LATS1	YAP1
NUAK2	LATS1
STK3	ABL1
STK3	LATS1
STK3	MOB1A
STK3	SAV1
STK3	NEK2
STK3	MOB1B
STK3	STK3
STK3	YAP1
STK38	STK38
STK38	AAK1
STK38	PANX2
STK38	RAB11FIP5
STK38	RAB3IP
STK38	PI4KB
STK38	KIF23
STK38	YAP1
STK38L	RAB3IP
STK38L	STK38L
STK38L	YAP1
STK38L	NUAK1
CDK11B	EIF3F
CDK19	PAK1
CDK19	EIF3F
DMPK	SRF
PRKG1	BAD
PRKG1	TRPC6
PRKG1	LIPE
PRKG1	CCDC80
PRKG1	TRPC7
PRKG1	RGS2
PRKG1	RAP1GAP2
PRKG1	PRKG1
PRKG1	TRPC3
PRKG1	GABRB1
PRKG1	RGS18
PRKG1	RAP1B
PRKG1	PDE5A
PRKG1	HSPB6
PRKG1	RHOA
PRKG1	RYR2
PRKG1	TTN
PRKG1	SSB
PRKG1	HRH1
PRKG1	TBXA2R
PRKG1	SRF
PRKG1	HSPB1
PRKG1	VASP
PRKG1	PPP1R14A
PRKG1	LASP1
PRKG1	PTS
PRKG1	FHOD1
PRKG1	SLC6A4
PRKG1	GTF2I
PRKG1	PAK1
PRKG2	NOS3
PRKG2	CTH
PRKG2	PRKG2
PRKG2	HCN2
PRKG2	LASP1
PRKG2	PTS
PDK1	PDHA1
PDK1	PDHA2
PDK4	PDHA1
PDK4	PDHA2
PDK3	PDHA1
PDK3	PDHA2
PDK2	PDHA1
PDK2	PDHA2
PDPK1	RPS6KB2
PDPK1	AKT2
PDPK1	AKT3
PDPK1	SGK3
PDPK1	SGK2
PDPK1	EPAS1
PDPK1	TSSK3
PDPK1	PKN1
PDPK1	PRKACA
PDPK1	SGK1
PDPK1	PDHA1
PDPK1	RPS6KA3
PDPK1	PKN2
PDPK1	SPHK2
PDPK1	RPS6KB1
PDPK1	PRKCE
PDPK1	MAP2K1
PDPK1	MAP2K2
PDPK1	AKT1
PDPK1	ITGB3
PDPK1	MAP3K5
PDPK1	PRKCZ
PDPK1	PAK1
PDPK1	PDPK1
TSSK3	TSSK3
MAP2K5	MAPK7
MAPK7	MAP2K5
MAPK7	SGK1
MAPK7	PML
MAPK7	DLG1
MAPK7	ETS1
MAPK7	NFATC4
MAPK7	FOS
MAPK7	MAPK7
MAPK7	MEF2D
MAPK7	MEF2A
MAPK7	MEF2C
MYLK2	MEF2C
MYLK2	MYL7
CDK14	TAGLN2
CDK14	PPP1R2
MARK3	CDC25C
MARK3	MITF
MARK3	PPP1R2
MARK3	MARK3
MARK3	CRTC2
MARK4	CRTC2
SIK1	SREBF1
SIK1	CRTC2
SIK1	CRTC3
SIK3	CRTC3
SIK2	IRS1
SIK2	CDK5R1
SIK2	CEP250
SIK2	CRTC2
SIK2	CRTC3
NEK1	WWTR1
NEK1	NDC80
NEK1	VDAC1
NEK2	SGOL1
NEK2	TRIOBP
NEK2	NPM1
NEK2	NDC80
NEK2	CEP250
NEK2	CNTROB
NEK2	PPP1CC
NEK2	FANCA
NEK2	NEK2
FGFR1	ITGB4
FGFR1	PDK1
FGFR1	PDP1
FGFR1	LDHA
FGFR1	AMOTL2
FGFR1	FGFR3
FGFR1	ZMYM2
FGFR1	PKM
FGFR1	FGFR1
FLT3	FLT3
FLT3	PDK1
HIPK3	RUNX2
BCR	YWHAZ
BCR	YWHAQ
BCR	MLLT4
GRK1	CLDN5
GRK1	RHO
GRK1	OCLN
GRK1	OPRK1
CDC7	RAD18
CDC7	CLSPN
CDC7	PSIP1
CDC7	MCM2
CSNK1A1L	NFAT5
LMTK2	CFTR
LMTK2	PPP1CA
LMTK2	PYGB
PRPF4B	ELK1
TYK2	GNB2L1
TYK2	IFNAR1
TYK2	IL13RA1
TYK2	TYK2
TYK2	KLF10
TYK2	SIVA1
CDK10	ETS2
GTF2F1	GTF2F1
GTF2F1	RARG
OXSR1	SLC12A1
OXSR1	SLC12A2
OXSR1	SLC12A3
STK39	SLC12A1
STK39	SLC12A2
STK39	SLC12A3
STK39	SLC12A4
STK39	SLC12A5
STK39	SLC12A7
STK39	SLC4A4
STK39	SLC12A6
STK39	STK39
WNK4	CLDN7
WNK4	SLC12A3
WNK4	STK39
WNK4	WNK4
WNK1	SLC12A6
WNK1	STK39
WNK1	OXSR1
WNK1	WNK1
WNK3	SLC12A6
WNK3	WNK1
WNK2	STK39
WNK2	WNK1
PINK1	PARK2
PINK1	PINK1
PINK1	RHOT1
PINK1	UBB
CDKL5	AMPH
CDKL5	CDKL5
CDKL5	LRRC4C
TTN	TCAP
SGK3	FLII
SGK3	ITCH
PRKACB	NGFR
MAP4K3	MAP4K3
MAP4K3	PRKCQ
LIMK1	CFL1
LIMK1	DSTN
LIMK2	CFL1
LIMK2	DSTN
TESK1	CFL1
KDR	FLT4
KDR	KDR
KDR	PFN1
PLK4	CENPJ
PLK4	FBXW5
PLK4	HAND1
PLK4	PLK4
NEK9	NEDD1
NEK9	NEK6
NEK9	NEK9
NEK9	NEK7
CSNK1G2	COL4A3BP
GRK4	BDKRB2
AAK1	AP2M1
AAK1	NUMB
EPHA2	CLDN4
EPHA2	EPHA2
HSPA5	HSPA5
PRKX	PKD1
PRKX	SMAD6
NME2	KCNN4
NME2	NME2
SRPK2	ACIN1
CASK	CASK
CASK	NRXN1
EPHA4	EPHA4
EPHA4	NGEF
EPHB2	EPHB2
EPHB2	RRAS
MERTK	MERTK
MYO3A	MYO3A
MAP3K4	MAP3K4
TIE1	TIE1
COL4A3BP	COL4A3
TLK2	ASF1A
TLK2	ASF1B
PIK3CB	PIK3CB
DAPK2	DAPK2
FAM20C	FGF23
TRPM6	TRPM6
DCLK1	DCLK1
TSSK2	TSKS
MAP4K2	PRH1
ENPP3	ENPP3
PKDCC	PKDCC
TTBK2	SV2A
RIPK1	DAB2IP
RIPK1	RIPK1
FLT1	FLT1
TXK	TXK
FGFR4	FGFR4
STK16	DRG1
STK16	STK16
EPHB3	EPHB3
ERBB4	ERBB4
ULK3	ULK3
EPHA8	EPHA8
RIPK2	RIPK2
GUCY2EP	GUCY2EP
CSF1R	CSF1R
STK25	CCM2
STK25	PDCD10
STK17B	STK17B
TEK	TEK
RIOK3	IFIH1
ACVR1B	TDP2
EPHA3	EPHA3
